Season,Round,Team,Opponent,Venue,Team_GF_avg,Team_GA_avg,Team_Poss_avg,Opponent_GF_avg,Opponent_GA_avg,Opponent_Poss_avg,Result
2025,Matchweek 4,Internazionale,Monza,Away,2.129032258064516,0.6774193548387096,59.645161290322584,0.625,1.90625,49.59375,D
2025,Matchweek 5,Internazionale,Milan,Home,2.09375,0.6875,59.65625,1.606060606060606,1.1515151515151516,54.57575757575758,L
2025,Matchweek 6,Internazionale,Udinese,Away,2.0606060606060606,0.7272727272727273,59.57575757575758,1.0588235294117647,1.5294117647058822,46.470588235294116,W
2025,Matchweek 7,Internazionale,Torino,Home,2.088235294117647,0.7647058823529411,59.588235294117645,0.9714285714285714,1.1142857142857143,48.42857142857143,W
2025,Matchweek 8,Internazionale,Roma,Away,2.1142857142857143,0.8,60.17142857142857,1.5277777777777777,0.8055555555555556,53.666666666666664,W
2025,Matchweek 9,Internazionale,Juventus,Home,2.0833333333333335,0.7777777777777778,59.75,1.4594594594594594,0.8378378378378378,57.32432432432432,D
2025,Matchweek 10,Internazionale,Empoli,Away,2.0,2.0,68.0,0.0,0.0,39.0,W
2025,Matchweek 11,Internazionale,Venezia,Home,2.5,1.0,72.5,2.0,2.5,45.0,W
2025,Matchweek 12,Internazionale,Napoli,Home,2.0,0.6666666666666666,67.33333333333333,0.6666666666666666,2.0,52.0,D
2025,Matchweek 13,Internazionale,Hellas Verona,Away,1.75,0.75,63.75,1.75,1.5,37.0,W
2025,Matchweek 15,Internazionale,Parma,Home,2.4,0.6,64.8,1.5,1.5,39.833333333333336,W
2025,Matchweek 16,Internazionale,Lazio,Away,2.5,0.6666666666666666,63.5,2.2857142857142856,0.8571428571428571,57.857142857142854,W
2025,Matchweek 17,Internazionale,Como,Home,3.0,0.5714285714285714,61.285714285714285,0.875,1.875,53.125,W
2025,Matchweek 18,Internazionale,Cagliari,Away,2.875,0.5,61.375,0.8888888888888888,1.4444444444444444,50.0,W
2025,Matchweek 20,Internazionale,Venezia,Away,2.727272727272727,0.5454545454545454,60.45454545454545,1.0,1.5833333333333333,44.083333333333336,W
2025,Matchweek 19,Internazionale,Bologna,Home,2.888888888888889,0.4444444444444444,61.77777777777778,1.7,1.1,56.0,D
2025,Matchweek 21,Internazionale,Empoli,Home,2.5833333333333335,0.5,60.333333333333336,1.0769230769230769,1.5384615384615385,42.30769230769231,W
2025,Matchweek 22,Internazionale,Lecce,Away,2.6153846153846154,0.5384615384615384,60.92307692307692,0.8571428571428571,1.6428571428571428,45.92857142857143,W
2025,Matchweek 23,Internazionale,Milan,Away,2.7142857142857144,0.5,60.214285714285715,1.2666666666666666,1.2,54.666666666666664,D
2025,Matchweek 24,Internazionale,Fiorentina,Home,2.6,0.5333333333333333,60.4,1.2,1.0,50.46666666666667,W
2025,Matchweek 25,Internazionale,Juventus,Away,2.5625,0.5625,60.5,1.8823529411764706,0.9411764705882353,56.64705882352941,L
2025,Matchweek 26,Internazionale,Genoa,Home,2.411764705882353,0.5882352941176471,60.35294117647059,1.1111111111111112,0.8333333333333334,45.166666666666664,W
2025,Matchweek 27,Internazionale,Napoli,Away,2.3333333333333335,0.5555555555555556,60.44444444444444,1.5263157894736843,1.0,54.78947368421053,D
2025,Matchweek 28,Internazionale,Monza,Home,2.263157894736842,0.5789473684210527,59.26315789473684,0.55,1.75,50.75,W
2025,Matchweek 29,Internazionale,Atalanta,Away,2.3,0.65,59.75,2.0952380952380953,0.6666666666666666,55.23809523809524,W
2025,Matchweek 30,Internazionale,Udinese,Home,2.3636363636363638,0.5909090909090909,59.13636363636363,1.173913043478261,1.3043478260869565,46.52173913043478,W
2025,Matchweek 31,Internazionale,Parma,Away,2.347826086956522,0.6086956521739131,59.17391304347826,1.125,1.625,44.5,D
2025,Matchweek 32,Internazionale,Cagliari,Home,2.3333333333333335,0.6666666666666666,59.333333333333336,0.96,1.24,46.28,W
2025,Matchweek 33,Internazionale,Bologna,Away,2.36,0.68,59.4,1.6153846153846154,1.1538461538461537,58.53846153846154,L
2025,Matchweek 34,Internazionale,Roma,Home,2.269230769230769,0.6923076923076923,59.11538461538461,1.4814814814814814,0.8518518518518519,54.111111111111114,L
2025,Matchweek 35,Internazionale,Hellas Verona,Home,2.185185185185185,0.7037037037037037,59.48148148148148,0.7857142857142857,1.5714285714285714,38.535714285714285,W
2025,Matchweek 36,Internazionale,Torino,Away,2.142857142857143,0.6785714285714286,59.82142857142857,1.0,1.0,47.241379310344826,W
2025,Matchweek 37,Internazionale,Lazio,Home,2.1379310344827585,0.6551724137931034,59.758620689655174,1.6,1.3,55.86666666666667,D
2025,Matchweek 38,Internazionale,Como,Away,2.1333333333333333,0.7,59.63333333333333,1.2580645161290323,1.2580645161290323,54.483870967741936,W
2025,Matchweek 1,Atalanta,Lecce,Away,,,,,,,W
2025,Matchweek 2,Atalanta,Torino,Away,2.1818181818181817,0.6363636363636364,55.36363636363637,0.5454545454545454,1.0909090909090908,48.90909090909091,L
2025,Matchweek 3,Atalanta,Inter,Away,2.0,0.7272727272727273,54.95454545454545,,,,L
2025,Matchweek 4,Atalanta,Fiorentina,Home,1.84375,0.90625,54.28125,1.2903225806451613,1.1290322580645162,51.225806451612904,W
2025,Matchweek 5,Atalanta,Como,Home,1.878787878787879,0.9393939393939394,54.18181818181818,1.2424242424242424,1.303030303030303,53.72727272727273,L
2025,Matchweek 6,Atalanta,Bologna,Away,1.8823529411764706,1.0,54.3235294117647,1.5294117647058822,1.2647058823529411,58.35294117647059,D
2025,Matchweek 7,Atalanta,Genoa,Home,1.8571428571428572,1.0,54.6,0.9714285714285714,1.1142857142857143,46.25714285714286,W
2025,Matchweek 8,Atalanta,Venezia,Away,1.9444444444444444,1.0,54.833333333333336,0.8333333333333334,1.4444444444444444,44.888888888888886,W
2025,Matchweek 9,Atalanta,Hellas Verona,Home,1.945945945945946,0.972972972972973,54.891891891891895,0.8918918918918919,1.6216216216216217,38.891891891891895,W
2025,Matchweek 10,Atalanta,Monza,Home,4.0,0.0,52.0,0.0,0.0,61.0,W
2025,Matchweek 11,Atalanta,Napoli,Away,3.0,0.0,52.5,1.0,1.5,53.0,W
2025,Matchweek 12,Atalanta,Udinese,Home,3.0,0.0,51.666666666666664,1.0,2.0,36.333333333333336,W
2025,Matchweek 13,Atalanta,Parma,Away,2.75,0.25,52.25,1.25,1.25,41.5,W
2025,Matchweek 14,Atalanta,Roma,Away,2.8,0.4,52.8,1.0,1.4,54.2,W
2025,Matchweek 15,Atalanta,Milan,Home,2.6666666666666665,0.3333333333333333,52.666666666666664,1.5,1.1666666666666667,54.5,W
2025,Matchweek 16,Atalanta,Cagliari,Away,2.5714285714285716,0.42857142857142855,52.57142857142857,1.0,1.4285714285714286,48.285714285714285,W
2025,Matchweek 17,Atalanta,Empoli,Home,2.375,0.375,53.0,0.875,1.25,41.25,W
2025,Matchweek 18,Atalanta,Lazio,Away,2.4444444444444446,0.5555555555555556,54.333333333333336,2.0,1.4444444444444444,57.333333333333336,D
2025,Matchweek 20,Atalanta,Udinese,Away,2.0833333333333335,0.75,55.583333333333336,1.1666666666666667,1.5833333333333333,43.666666666666664,D
2025,Matchweek 19,Atalanta,Juventus,Home,2.3,0.6,54.9,1.8,1.0,59.0,D
2025,Matchweek 21,Atalanta,Napoli,Home,1.9230769230769231,0.6923076923076923,55.46153846153846,1.4615384615384615,0.7692307692307693,56.30769230769231,L
2025,Matchweek 22,Atalanta,Como,Away,1.9285714285714286,0.8571428571428571,55.5,1.1428571428571428,1.5714285714285714,52.714285714285715,W
2025,Matchweek 23,Atalanta,Torino,Home,1.9333333333333333,0.8666666666666667,54.86666666666667,0.8,1.0,47.86666666666667,D
2025,Matchweek 24,Atalanta,Hellas Verona,Away,1.875,0.875,55.5,1.0,1.875,37.9375,W
2025,Matchweek 25,Atalanta,Cagliari,Home,2.0588235294117645,0.8235294117647058,55.88235294117647,1.1176470588235294,1.4705882352941178,46.470588235294116,D
2025,Matchweek 26,Atalanta,Empoli,Away,1.9444444444444444,0.7777777777777778,56.05555555555556,0.9444444444444444,1.8333333333333333,41.5,W
2025,Matchweek 27,Atalanta,Venezia,Home,2.1052631578947367,0.7368421052631579,55.94736842105263,0.8421052631578947,1.4736842105263157,45.1578947368421,D
2025,Matchweek 28,Atalanta,Juventus,Away,2.0,0.7,56.15,1.8,0.8,57.0,W
2025,Matchweek 29,Atalanta,Inter,Home,2.0952380952380953,0.6666666666666666,55.23809523809524,,,,L
2025,Matchweek 30,Atalanta,Fiorentina,Away,1.9130434782608696,0.8695652173913043,54.52173913043478,1.1818181818181819,1.0909090909090908,50.36363636363637,L
2025,Matchweek 31,Atalanta,Lazio,Home,1.8333333333333333,0.875,54.541666666666664,1.6666666666666667,1.4583333333333333,55.625,L
2025,Matchweek 32,Atalanta,Bologna,Home,1.76,0.88,54.68,1.68,1.12,58.52,W
2025,Matchweek 33,Atalanta,Milan,Away,1.7692307692307692,0.8461538461538461,54.15384615384615,1.5,1.2307692307692308,55.11538461538461,W
2025,Matchweek 34,Atalanta,Lecce,Home,1.7407407407407407,0.8148148148148148,54.074074074074076,0.7777777777777778,1.5555555555555556,45.333333333333336,D
2025,Matchweek 35,Atalanta,Monza,Away,1.7142857142857142,0.8214285714285714,54.75,0.6071428571428571,1.8214285714285714,49.42857142857143,W
2025,Matchweek 36,Atalanta,Roma,Home,1.793103448275862,0.7931034482758621,54.55172413793103,1.4482758620689655,0.7931034482758621,52.89655172413793,W
2025,Matchweek 37,Atalanta,Genoa,Away,1.8,0.8,54.63333333333333,0.9333333333333333,0.9666666666666667,46.333333333333336,W
2025,Matchweek 38,Atalanta,Parma,Home,1.8387096774193548,0.8387096774193549,54.32258064516129,1.064516129032258,1.4838709677419355,43.064516129032256,L
2025,Matchweek 1,Juventus,Como,Home,,,,,,,W
2025,Matchweek 2,Juventus,Hellas Verona,Away,1.7272727272727273,1.0,57.27272727272727,1.2727272727272727,1.9090909090909092,37.81818181818182,W
2025,Matchweek 3,Juventus,Roma,Home,1.6363636363636365,1.0454545454545454,57.5,1.6363636363636365,0.9545454545454546,54.81818181818182,D
2025,Matchweek 4,Juventus,Empoli,Away,1.53125,0.9375,55.78125,0.90625,1.71875,41.90625,D
2025,Matchweek 5,Juventus,Napoli,Home,1.4848484848484849,0.9090909090909091,56.06060606060606,1.5757575757575757,0.7878787878787878,55.60606060606061,D
2025,Matchweek 6,Juventus,Genoa,Away,1.4411764705882353,0.8823529411764706,56.294117647058826,1.0,1.0588235294117647,46.588235294117645,W
2025,Matchweek 7,Juventus,Cagliari,Home,1.4857142857142858,0.8571428571428571,56.542857142857144,1.0285714285714285,1.457142857142857,45.8,D
2025,Matchweek 8,Juventus,Lazio,Home,1.4722222222222223,0.8611111111111112,57.0,1.6111111111111112,1.3333333333333333,55.583333333333336,W
2025,Matchweek 9,Juventus,Inter,Away,1.4594594594594594,0.8378378378378378,57.32432432432432,,,,D
2025,Matchweek 10,Juventus,Parma,Home,3.0,0.0,57.0,1.0,1.0,39.0,D
2025,Matchweek 11,Juventus,Udinese,Away,2.5,1.0,59.0,1.5,2.0,35.0,W
2025,Matchweek 12,Juventus,Torino,Home,2.3333333333333335,0.6666666666666666,59.666666666666664,0.6666666666666666,1.3333333333333333,47.0,W
2025,Matchweek 13,Juventus,Milan,Away,2.25,0.5,58.25,1.5,1.75,57.0,D
2025,Matchweek 14,Juventus,Lecce,Away,1.8,0.4,57.8,0.6,1.2,46.2,D
2025,Matchweek 15,Juventus,Bologna,Home,1.6666666666666667,0.5,58.333333333333336,1.6666666666666667,1.0,56.5,D
2025,Matchweek 16,Juventus,Venezia,Home,1.7142857142857142,0.7142857142857143,57.714285714285715,1.0,2.0,48.0,D
2025,Matchweek 17,Juventus,Monza,Away,1.75,0.875,59.125,0.5,1.25,52.0,W
2025,Matchweek 18,Juventus,Fiorentina,Home,1.7777777777777777,0.8888888888888888,58.666666666666664,1.25,0.625,53.5,D
2025,Matchweek 20,Juventus,Torino,Away,1.8333333333333333,0.9166666666666666,57.5,0.6666666666666666,1.0833333333333333,48.333333333333336,D
2025,Matchweek 19,Juventus,Atalanta,Away,1.8,1.0,59.0,2.3,0.6,54.9,D
2025,Matchweek 21,Juventus,Milan,Home,1.7692307692307692,0.9230769230769231,57.61538461538461,1.2307692307692308,1.0769230769230769,55.30769230769231,W
2025,Matchweek 22,Juventus,Napoli,Away,1.7857142857142858,0.8571428571428571,57.785714285714285,1.5714285714285714,0.8571428571428571,55.42857142857143,L
2025,Matchweek 23,Juventus,Empoli,Home,1.7333333333333334,0.9333333333333333,57.333333333333336,1.0666666666666667,1.6,41.266666666666666,W
2025,Matchweek 24,Juventus,Como,Away,1.875,0.9375,57.1875,1.0625,1.625,52.625,W
2025,Matchweek 25,Juventus,Inter,Home,1.8823529411764706,0.9411764705882353,56.64705882352941,,,,W
2025,Matchweek 26,Juventus,Cagliari,Away,1.8333333333333333,0.8888888888888888,55.833333333333336,1.0555555555555556,1.3888888888888888,46.166666666666664,W
2025,Matchweek 27,Juventus,Hellas Verona,Home,1.7894736842105263,0.8421052631578947,56.05263157894737,0.8947368421052632,1.894736842105263,37.63157894736842,W
2025,Matchweek 28,Juventus,Atalanta,Home,1.8,0.8,57.0,2.0,0.7,56.15,L
2025,Matchweek 29,Juventus,Fiorentina,Away,1.7142857142857142,0.9523809523809523,57.285714285714285,1.05,1.1,50.1,L
2025,Matchweek 30,Juventus,Genoa,Home,1.565217391304348,1.0,57.130434782608695,1.0434782608695652,0.9130434782608695,46.34782608695652,W
2025,Matchweek 31,Juventus,Roma,Away,1.5416666666666667,0.9583333333333334,56.791666666666664,1.5416666666666667,0.875,54.666666666666664,D
2025,Matchweek 32,Juventus,Lecce,Home,1.52,0.96,56.88,0.8,1.48,45.76,W
2025,Matchweek 33,Juventus,Parma,Away,1.5384615384615385,0.9615384615384616,57.19230769230769,1.1153846153846154,1.5769230769230769,44.19230769230769,L
2025,Matchweek 34,Juventus,Monza,Home,1.4814814814814814,0.9629629629629629,57.51851851851852,0.6296296296296297,1.8148148148148149,48.851851851851855,W
2025,Matchweek 35,Juventus,Bologna,Away,1.5,0.9285714285714286,56.714285714285715,1.5357142857142858,1.0714285714285714,58.357142857142854,D
2025,Matchweek 36,Juventus,Lazio,Away,1.4827586206896552,0.9310344827586207,56.0,1.6206896551724137,1.3103448275862069,55.793103448275865,D
2025,Matchweek 37,Juventus,Udinese,Home,1.4666666666666666,0.9333333333333333,55.53333333333333,1.0333333333333334,1.4,47.2,W
2025,Matchweek 38,Juventus,Venezia,Away,1.4838709677419355,0.9032258064516129,55.774193548387096,0.7741935483870968,1.3225806451612903,45.32258064516129,W
2025,Matchweek 1,Roma,Cagliari,Away,,,,,,,D
2025,Matchweek 2,Roma,Empoli,Home,1.5454545454545454,1.1818181818181819,53.27272727272727,1.0,1.4545454545454546,43.0,L
2025,Matchweek 3,Roma,Juventus,Away,1.6363636363636365,0.9545454545454546,54.81818181818182,1.6363636363636365,1.0454545454545454,57.5,D
2025,Matchweek 4,Roma,Genoa,Away,1.5,0.8125,52.625,1.03125,1.03125,46.40625,D
2025,Matchweek 5,Roma,Udinese,Home,1.4848484848484849,0.8181818181818182,52.60606060606061,1.0909090909090908,1.4848484848484849,46.72727272727273,W
2025,Matchweek 6,Roma,Venezia,Home,1.5294117647058822,0.7941176470588235,52.88235294117647,0.8235294117647058,1.411764705882353,45.1764705882353,W
2025,Matchweek 7,Roma,Monza,Away,1.542857142857143,0.8,53.34285714285714,0.6285714285714286,1.8857142857142857,49.17142857142857,D
2025,Matchweek 8,Roma,Inter,Home,1.5277777777777777,0.8055555555555556,53.666666666666664,,,,L
2025,Matchweek 9,Roma,Fiorentina,Away,1.4864864864864864,0.8108108108108109,53.7027027027027,1.4444444444444444,1.1111111111111112,51.30555555555556,L
2025,Matchweek 10,Roma,Torino,Home,0.0,0.0,57.0,2.0,2.0,44.0,W
2025,Matchweek 11,Roma,Hellas Verona,Away,0.5,0.0,57.0,1.5,0.5,37.5,L
2025,Matchweek 12,Roma,Bologna,Home,1.0,1.0,60.0,1.3333333333333333,0.3333333333333333,67.66666666666667,L
2025,Matchweek 13,Roma,Napoli,Away,1.25,1.5,58.5,0.75,1.75,50.75,L
2025,Matchweek 14,Roma,Atalanta,Home,1.0,1.4,54.2,2.8,0.4,52.8,L
2025,Matchweek 15,Roma,Lecce,Home,0.8333333333333334,1.5,53.166666666666664,0.6666666666666666,1.1666666666666667,45.0,W
2025,Matchweek 16,Roma,Como,Away,1.2857142857142858,1.4285714285714286,54.0,0.7142857142857143,2.142857142857143,55.285714285714285,L
2025,Matchweek 17,Roma,Parma,Home,1.125,1.5,55.0,1.5,1.875,42.25,W
2025,Matchweek 18,Roma,Milan,Away,1.5555555555555556,1.3333333333333333,55.44444444444444,1.2222222222222223,1.0,55.111111111111114,D
2025,Matchweek 19,Roma,Lazio,Home,1.5,1.3,55.3,1.9,1.4,55.6,W
2025,Matchweek 20,Roma,Bologna,Away,1.5,1.25,54.916666666666664,1.5833333333333333,1.3333333333333333,56.083333333333336,D
2025,Matchweek 21,Roma,Genoa,Home,1.5384615384615385,1.3076923076923077,54.23076923076923,1.0,0.6923076923076923,43.23076923076923,W
2025,Matchweek 22,Roma,Udinese,Away,1.6428571428571428,1.2857142857142858,54.07142857142857,1.0714285714285714,1.6428571428571428,44.214285714285715,W
2025,Matchweek 23,Roma,Napoli,Home,1.6666666666666667,1.2666666666666666,53.86666666666667,1.6,0.8666666666666667,55.0,D
2025,Matchweek 24,Roma,Venezia,Away,1.625,1.25,53.6875,1.0,1.5625,44.375,W
2025,Matchweek 25,Roma,Parma,Away,1.588235294117647,1.1764705882352942,52.76470588235294,1.2352941176470589,1.8823529411764706,43.8235294117647,W
2025,Matchweek 26,Roma,Monza,Home,1.5555555555555556,1.1111111111111112,53.77777777777778,0.6111111111111112,1.6111111111111112,51.5,W
2025,Matchweek 27,Roma,Como,Home,1.6842105263157894,1.0526315789473684,54.36842105263158,1.1578947368421053,1.5263157894736843,51.8421052631579,W
2025,Matchweek 28,Roma,Empoli,Away,1.7,1.05,54.05,0.9,1.95,41.65,W
2025,Matchweek 29,Roma,Cagliari,Home,1.6666666666666667,1.0,54.523809523809526,1.0,1.380952380952381,45.57142857142857,W
2025,Matchweek 30,Roma,Lecce,Away,1.565217391304348,0.9130434782608695,54.65217391304348,0.8260869565217391,1.5217391304347827,45.608695652173914,W
2025,Matchweek 31,Roma,Juventus,Home,1.5416666666666667,0.875,54.666666666666664,1.5416666666666667,0.9583333333333334,56.791666666666664,D
2025,Matchweek 32,Roma,Lazio,Away,1.52,0.88,54.12,1.64,1.4,55.08,D
2025,Matchweek 33,Roma,Hellas Verona,Home,1.5,0.8846153846153846,54.07692307692308,0.8461538461538461,1.5769230769230769,37.65384615384615,W
2025,Matchweek 34,Roma,Inter,Away,1.4814814814814814,0.8518518518518519,54.111111111111114,,,,W
2025,Matchweek 35,Roma,Fiorentina,Home,1.4642857142857142,0.8214285714285714,53.285714285714285,1.2222222222222223,1.037037037037037,50.407407407407405,W
2025,Matchweek 36,Roma,Atalanta,Away,1.4482758620689655,0.7931034482758621,52.89655172413793,1.793103448275862,0.7931034482758621,54.55172413793103,L
2025,Matchweek 37,Roma,Milan,Home,1.4333333333333333,0.8333333333333334,52.56666666666667,1.5333333333333334,1.1666666666666667,54.56666666666667,W
2025,Matchweek 38,Roma,Torino,Away,1.4838709677419355,0.8387096774193549,52.58064516129032,0.9354838709677419,1.032258064516129,47.38709677419355,W
2025,Matchweek 1,Fiorentina,Parma,Away,,,,,,,D
2025,Matchweek 2,Fiorentina,Venezia,Home,1.2,1.0,51.4,1.0909090909090908,1.7272727272727273,43.90909090909091,D
2025,Matchweek 3,Fiorentina,Monza,Home,1.1428571428571428,1.0476190476190477,49.523809523809526,0.6363636363636364,1.7727272727272727,49.59090909090909,D
2025,Matchweek 4,Fiorentina,Atalanta,Away,1.2903225806451613,1.1290322580645162,51.225806451612904,1.84375,0.90625,54.28125,L
2025,Matchweek 5,Fiorentina,Lazio,Home,1.3125,1.1875,51.15625,1.5757575757575757,1.303030303030303,55.93939393939394,W
2025,Matchweek 6,Fiorentina,Empoli,Away,1.3333333333333333,1.1818181818181819,51.0,0.9117647058823529,1.6176470588235294,41.61764705882353,D
2025,Matchweek 7,Fiorentina,Milan,Home,1.2941176470588236,1.1470588235294117,51.3235294117647,1.6571428571428573,1.1142857142857143,54.31428571428572,W
2025,Matchweek 8,Fiorentina,Lecce,Away,1.3142857142857143,1.1428571428571428,51.02857142857143,0.75,1.4166666666666667,44.19444444444444,W
2025,Matchweek 9,Fiorentina,Roma,Home,1.4444444444444444,1.1111111111111112,51.30555555555556,1.4864864864864864,0.8108108108108109,53.7027027027027,W
2025,Matchweek 10,Fiorentina,Genoa,Away,1.0,1.0,61.0,2.0,2.0,32.0,W
2025,Matchweek 11,Fiorentina,Torino,Away,1.0,0.5,64.0,1.0,1.5,43.5,W
2025,Matchweek 12,Fiorentina,Hellas Verona,Home,1.0,0.3333333333333333,58.0,2.0,1.0,36.333333333333336,W
2025,Matchweek 13,Fiorentina,Como,Away,1.5,0.5,58.75,0.5,2.5,52.5,W
2025,Matchweek 15,Fiorentina,Cagliari,Home,1.6,0.4,55.6,1.1666666666666667,1.5,47.833333333333336,W
2025,Matchweek 16,Fiorentina,Bologna,Away,1.5,0.3333333333333333,54.5,1.7142857142857142,1.1428571428571428,55.0,L
2025,Matchweek 17,Fiorentina,Udinese,Home,1.2857142857142858,0.42857142857142855,53.857142857142854,1.0,1.875,41.75,L
2025,Matchweek 18,Fiorentina,Juventus,Away,1.25,0.625,53.5,1.7777777777777777,0.8888888888888888,58.666666666666664,D
2025,Matchweek 19,Fiorentina,Napoli,Home,1.3333333333333333,0.7777777777777778,51.77777777777778,1.1,1.0,57.2,L
2025,Matchweek 20,Fiorentina,Monza,Away,1.0909090909090908,0.9090909090909091,51.63636363636363,0.5833333333333334,1.4166666666666667,53.25,L
2025,Matchweek 21,Fiorentina,Torino,Home,1.0833333333333333,1.0,52.75,0.6923076923076923,1.0769230769230769,47.76923076923077,D
