,Season,Round,Team,Opponent,Venue,Attendance,Formation,Opp Formation,xG,xGA,Poss,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,Result
805,2024,Matchweek 10,Milan,Napoli,Away,54000,4-3-3,4-3-3,2,1.7,52,20,6,15.2,1,0,0,2,2,D
806,2024,Matchweek 11,Milan,Udinese,Home,71018,4-4-2,3-5-2,0.9,1.4,72,14,4,18.6,0,0,0,0,1,L
807,2024,Matchweek 12,Milan,Lecce,Away,26480,4-2-3-1,4-3-3,1.1,1.4,55,10,6,15.5,0,0,0,2,2,D
808,2024,Matchweek 13,Milan,Fiorentina,Home,73074,4-2-3-1,4-2-3-1,1.8,1.8,42,8,5,15.7,0,1,1,1,0,W
809,2024,Matchweek 14,Milan,Frosinone,Home,68684,4-3-3,4-2-3-1,1.2,0.7,47,10,3,16.4,0,0,0,3,1,W
810,2024,Matchweek 15,Milan,Atalanta,Away,14907,4-3-3,3-4-1-2,1.5,3.3,58,14,3,18.3,0,0,0,2,3,L
811,2024,Matchweek 16,Milan,Monza,Home,70538,3-4-3,3-4-3,2,1.5,45,17,9,15.7,0,0,0,3,0,W
812,2024,Matchweek 17,Milan,Salernitana,Away,23467,4-2-3-1,4-2-3-1,2.2,1.4,65,21,8,16.3,0,0,0,2,2,D
813,2024,Matchweek 18,Milan,Sassuolo,Home,70385,4-2-3-1,4-2-3-1,1.5,0.5,58,20,2,18.1,1,0,0,1,0,W
814,2024,Matchweek 19,Milan,Empoli,Away,15009,4-3-3,4-3-1-2,1.7,0.9,65,12,5,18.5,0,1,1,3,0,W
815,2024,Matchweek 20,Milan,Roma,Home,74198,4-3-3,3-5-2,1.5,1.4,48,17,5,17.4,0,0,0,3,1,W
816,2024,Matchweek 21,Milan,Udinese,Away,24591,4-3-3,3-5-1-1,2.6,0.6,69,15,7,12.3,0,0,0,3,2,W
817,2024,Matchweek 22,Milan,Bologna,Home,71334,4-2-3-1,4-2-3-1,3.3,1.8,50,12,3,18.4,0,0,2,2,2,D
818,2024,Matchweek 23,Milan,Frosinone,Away,16050,4-2-3-1,4-2-3-1,1.4,1,58,13,5,15.4,0,0,0,3,2,W
819,2024,Matchweek 24,Milan,Napoli,Home,73891,4-2-3-1,3-5-1-1,0.9,0.7,41,10,6,18.3,0,0,0,1,0,W
820,2024,Matchweek 25,Milan,Monza,Away,14319,4-2-3-1,3-4-3,1.3,1.8,51,16,6,18.6,1,0,0,2,4,L
821,2024,Matchweek 26,Milan,Atalanta,Home,71264,4-2-3-1,3-4-1-2,1.3,1.1,68,20,6,19,0,0,0,1,1,D
822,2024,Matchweek 27,Milan,Lazio,Away,48000,4-2-3-1,4-3-3,1,1.3,61,14,5,18,1,0,0,1,0,W
823,2024,Matchweek 28,Milan,Empoli,Home,70343,4-2-3-1,3-4-3,0.8,0.2,61,15,5,16.3,0,0,0,1,0,W
824,2024,Matchweek 29,Milan,Hellas Verona,Away,26165,4-2-3-1,4-2-3-1,2.7,0.5,56,18,6,15.5,0,0,0,3,1,W
825,2024,Matchweek 30,Milan,Fiorentina,Away,34273,4-2-3-1,4-2-3-1,3.1,1.4,55,14,10,11.5,0,0,0,2,1,W
826,2024,Matchweek 31,Milan,Lecce,Home,71576,4-2-3-1,4-3-3,1.5,0.5,64,16,7,18.1,2,0,0,3,0,W
827,2024,Matchweek 32,Milan,Sassuolo,Away,19199,4-2-3-1,4-2-3-1,2.8,1.2,67,23,7,17.7,0,0,0,3,3,D
828,2024,Matchweek 33,Milan,Inter,Home,75554,4-2-3-1,3-5-2,2.2,2,52,15,6,13.5,0,0,0,1,2,L
829,2024,Matchweek 34,Milan,Juventus,Away,39845,4-2-3-1,3-5-2,0.3,1.4,49,9,0,23.4,0,0,0,0,0,D
830,2024,Matchweek 35,Milan,Genoa,Home,73901,4-2-3-1,3-5-2,2.8,1,59,26,7,17.2,1,0,0,3,3,D
831,2024,Matchweek 36,Milan,Cagliari,Home,70612,4-2-3-1,5-3-2,3.3,1.5,66,17,10,17.6,1,0,0,5,1,W
832,2024,Matchweek 37,Milan,Torino,Away,24638,4-3-3,3-4-1-2,1.9,0.9,60,15,3,17.4,0,1,1,1,3,L
833,2024,Matchweek 38,Milan,Salernitana,Home,70831,4-2-3-1,3-4-3,3,1.7,66,23,11,11.9,0,0,0,3,3,D
834,2024,Matchweek 1,Juventus,Udinese,Away,24911,3-1-4-2,3-5-2,1.8,1,51,8,3,17,0,1,1,3,0,W
835,2024,Matchweek 2,Juventus,Bologna,Home,36107,3-1-4-2,4-2-3-1,0.8,0.5,58,14,3,18,1,0,0,1,1,D
836,2024,Matchweek 3,Juventus,Empoli,Away,15702,3-5-2,4-3-3,2.7,0.3,50,17,4,17.6,0,0,1,2,0,W
837,2024,Matchweek 4,Juventus,Lazio,Home,40652,3-1-4-2,4-3-3,2.2,0.6,36,17,7,12.8,0,0,0,3,1,W
838,2024,Matchweek 5,Juventus,Sassuolo,Away,20141,3-1-4-2,4-2-3-1,1.2,1.6,57,15,2,18.2,1,0,0,2,4,L
839,2024,Matchweek 6,Juventus,Lecce,Home,37498,3-1-4-2,4-3-3,1.4,0.1,50,15,5,18.2,0,0,0,1,0,W
840,2024,Matchweek 7,Juventus,Atalanta,Away,14811,3-1-4-2,3-4-3,0.2,1.2,48,5,3,22.3,1,0,0,0,0,D
841,2024,Matchweek 8,Juventus,Torino,Home,38858,3-5-2,3-4-3,1.9,0.6,50,17,5,15.1,0,0,0,2,0,W
842,2024,Matchweek 9,Juventus,Milan,Away,75676,3-5-2,4-2-3-1,1.4,0.3,48,14,4,19.5,1,0,0,1,0,W
843,2024,Matchweek 10,Juventus,Hellas Verona,Home,39429,3-5-2,3-4-1-2,3.3,0.3,54,30,5,17.8,0,0,0,1,0,W
844,2024,Matchweek 11,Juventus,Fiorentina,Away,38225,3-5-2,4-2-3-1,0.7,0.7,32,4,3,12.3,0,0,0,1,0,W
845,2024,Matchweek 12,Juventus,Cagliari,Home,39892,3-5-2,4-2-3-1,2.3,0.6,49,18,4,14.1,1,0,0,2,1,W
846,2024,Matchweek 13,Juventus,Inter,Home,41507,5-3-2,3-5-2,0.4,0.9,35,4,1,19.8,0,0,0,1,1,D
847,2024,Matchweek 14,Juventus,Monza,Away,15148,3-5-2,3-4-3,2.5,0.7,35,17,6,16.2,1,0,1,2,1,W
848,2024,Matchweek 15,Juventus,Napoli,Home,41400,3-5-2,4-3-3,0.9,1.2,34,11,2,17.3,0,0,0,1,0,W
849,2024,Matchweek 16,Juventus,Genoa,Away,33232,3-5-2,5-3-2,1.7,0.8,57,10,3,15.2,0,1,1,1,1,D
850,2024,Matchweek 17,Juventus,Frosinone,Away,38225,3-5-2,3-4-3,1.1,0.5,44,13,3,14.5,0,0,0,2,1,W
851,2024,Matchweek 18,Juventus,Roma,Home,41503,3-5-2,3-5-2,1.1,0.5,43,13,3,18,0,0,0,1,0,W
852,2024,Matchweek 19,Juventus,Salernitana,Away,40548,3-5-2,3-5-2,2,0.8,70,18,3,15.9,1,0,0,2,1,W
853,2024,Matchweek 20,Juventus,Sassuolo,Home,39005,3-5-2,4-2-3-1,1.2,0.3,46,12,5,20.4,2,0,0,3,0,W
854,2024,Matchweek 21,Juventus,Lecce,Away,28074,3-5-2,4-1-4-1,2.1,0.6,49,15,6,11.3,0,0,0,3,0,W
855,2024,Matchweek 22,Juventus,Empoli,Home,39518,3-5-2,3-5-2,0.8,0.8,40,9,3,17.4,1,0,0,1,1,D
856,2024,Matchweek 23,Juventus,Inter,Away,75547,3-5-2,3-5-2,0.6,1.7,46,12,1,18.5,0,0,0,0,1,L
857,2024,Matchweek 24,Juventus,Udinese,Home,38856,3-5-2,3-5-1-1,1.7,0.7,70,14,6,16.6,0,0,0,0,1,L
858,2024,Matchweek 25,Juventus,Hellas Verona,Away,26000,3-5-2,4-2-3-1,1.8,0.6,56,17,3,19.1,1,1,1,2,2,D
859,2024,Matchweek 26,Juventus,Frosinone,Home,40719,3-5-2,5-3-2,2,0.4,62,22,5,15.4,0,0,0,3,2,W
860,2024,Matchweek 27,Juventus,Napoli,Away,52000,3-5-2,4-3-3,1.6,2.1,30,18,4,17.3,1,0,0,1,2,L
861,2024,Matchweek 28,Juventus,Atalanta,Home,39206,3-4-3,3-4-3,1.3,0.5,52,18,5,19.7,3,0,0,2,2,D
862,2024,Matchweek 29,Juventus,Genoa,Home,40098,3-5-2,3-4-3,1,0.2,66,17,2,17,0,0,0,0,0,D
863,2024,Matchweek 30,Juventus,Lazio,Away,53000,4-3-3,4-4-2,0.5,1.1,35,9,3,14.2,0,0,0,0,1,L
864,2024,Matchweek 31,Juventus,Fiorentina,Home,37994,3-5-2,4-2-3-1,1.9,0.5,26,7,2,11.8,1,0,0,1,0,W
865,2024,Matchweek 32,Juventus,Torino,Away,27788,3-5-2,3-4-1-2,1.2,0.6,52,8,3,15.8,0,0,0,0,0,D
866,2024,Matchweek 33,Juventus,Cagliari,Away,16179,3-5-2,3-4-3,0.7,2.2,74,11,3,15.4,1,0,0,2,2,D
867,2024,Matchweek 34,Juventus,Milan,Home,39845,3-5-2,4-2-3-1,1.4,0.3,51,18,6,15.3,1,0,0,0,0,D
868,2024,Matchweek 35,Juventus,Roma,Away,63996,3-5-2,4-3-2-1,1.2,1.7,40,16,6,18.3,0,0,0,1,1,D
869,2024,Matchweek 36,Juventus,Salernitana,Home,37470,3-5-2,3-4-3,2.3,0.8,67,25,6,21.2,0,0,0,1,1,D
870,2024,Matchweek 37,Juventus,Bologna,Away,29603,3-5-2,4-1-4-1,0.7,1.4,38,11,4,19.3,1,0,0,3,3,D
871,2024,Matchweek 38,Juventus,Monza,Home,15148,3-4-3,3-4-3,0.9,0.6,43,12,4,16.4,0,0,0,2,0,W
872,2024,Matchweek 1,Atalanta,Sassuolo,Away,12298,3-5-2,4-2-3-1,1.3,0.4,51,16,4,17.1,0,0,0,2,0,W
873,2024,Matchweek 2,Atalanta,Frosinone,Away,13426,3-4-1-2,4-2-3-1,1.6,0.7,63,18,6,15.8,0,0,0,1,2,L
874,2024,Matchweek 3,Atalanta,Monza,Home,14985,3-4-1-2,3-4-3,1.3,0.4,41,18,8,16.7,0,0,0,3,0,W
875,2024,Matchweek 4,Atalanta,Fiorentina,Away,32100,3-4-1-2,4-2-3-1,0.7,1.1,43,11,4,16.3,0,0,0,2,3,L
876,2024,Matchweek 5,Atalanta,Cagliari,Home,14739,3-4-3,3-5-2,1.7,0.8,56,10,6,14.6,0,0,0,2,0,W
877,2024,Matchweek 6,Atalanta,Hellas Verona,Away,15936,3-4-3,3-4-3,1.2,0.5,49,8,2,16.6,0,0,0,1,0,W
878,2024,Matchweek 7,Atalanta,Juventus,Home,14811,3-4-3,3-1-4-2,1.2,0.2,52,15,2,16.9,1,0,0,0,0,D
879,2024,Matchweek 8,Atalanta,Lazio,Away,41000,3-4-1-2,4-3-3,1,1.6,54,12,4,15.5,1,0,0,2,3,L
880,2024,Matchweek 9,Atalanta,Genoa,Home,14848,3-4-3,3-5-2,1.2,1,56,13,8,15.3,0,0,0,2,0,W
881,2024,Matchweek 10,Atalanta,Empoli,Away,7825,3-4-1-2,4-3-3,1.6,0.3,56,18,6,16.3,0,0,0,3,0,W
882,2024,Matchweek 11,Atalanta,Inter,Home,14945,3-4-1-2,3-5-2,1,1.3,54,14,4,14.4,0,0,0,1,2,L
883,2024,Matchweek 12,Atalanta,Udinese,Away,23100,3-4-1-2,3-5-1-1,0.7,1.5,65,8,2,10.8,0,0,0,1,1,D
884,2024,Matchweek 13,Atalanta,Napoli,Home,14743,3-4-1-2,4-3-3,1,2,44,16,5,15.4,0,0,0,1,2,L
885,2024,Matchweek 14,Atalanta,Torino,Away,18507,3-4-3,3-4-1-2,0.5,1.7,46,10,4,25,0,0,0,0,3,L
886,2024,Matchweek 15,Atalanta,Milan,Home,14907,3-4-1-2,4-3-3,3.3,1.5,42,19,7,12.1,0,0,0,3,2,W
887,2024,Matchweek 16,Atalanta,Salernitana,Home,14264,3-4-1-2,4-3-2-1,1.9,1.3,51,20,11,18.2,1,0,0,4,1,W
888,2024,Matchweek 17,Atalanta,Bologna,Away,28082,3-4-1-2,4-2-3-1,1.2,0.7,40,12,2,15.5,0,0,0,0,1,L
889,2024,Matchweek 18,Atalanta,Lecce,Home,14864,3-4-1-2,4-3-3,1.1,1.2,62,17,3,14.5,0,0,0,1,0,W
890,2024,Matchweek 19,Atalanta,Roma,Away,60022,3-4-3,3-5-2,0.7,2.1,44,8,2,12.9,0,0,0,1,1,D
891,2024,Matchweek 20,Atalanta,Frosinone,Home,14195,3-4-3,4-1-4-1,3.7,0.4,48,20,8,15.9,1,1,1,5,0,W
892,2024,Matchweek 22,Atalanta,Udinese,Home,14716,3-4-3,3-5-1-1,1.1,0.6,58,14,11,15.6,0,0,0,2,0,W
893,2024,Matchweek 23,Atalanta,Lazio,Home,14492,3-4-1-2,4-3-3,2.3,1.2,52,18,4,15.2,0,1,1,3,1,W
894,2024,Matchweek 24,Atalanta,Genoa,Away,31201,3-4-3,3-5-2,2.1,0.8,45,14,9,16.3,1,0,0,4,1,W
895,2024,Matchweek 25,Atalanta,Sassuolo,Home,14474,3-4-1-2,4-2-3-1,4.2,1.6,56,27,11,13.8,0,0,0,3,0,W
896,2024,Matchweek 26,Atalanta,Milan,Away,71264,3-4-1-2,4-2-3-1,1.1,1.3,32,7,2,18.4,0,1,1,1,1,D
897,2024,Matchweek 21,Atalanta,Inter,Away,71422,3-4-1-2,3-5-2,0.3,2,41,6,1,20.8,0,0,0,0,4,L
898,2024,Matchweek 27,Atalanta,Bologna,Home,14931,3-4-1-2,4-1-4-1,1.4,1.3,55,11,2,15.6,0,0,0,1,2,L
899,2024,Matchweek 28,Atalanta,Juventus,Away,39206,3-4-3,3-4-3,0.5,1.3,48,7,3,17.8,0,0,0,2,2,D
900,2024,Matchweek 30,Atalanta,Napoli,Away,50000,3-4-1-2,4-3-3,0.9,1.6,39,12,6,17.9,0,0,0,3,0,W
901,2024,Matchweek 31,Atalanta,Cagliari,Away,16342,3-4-1-2,4-3-3,0.5,0.7,61,7,2,17.2,0,0,0,1,2,L
902,2024,Matchweek 32,Atalanta,Hellas Verona,Home,14666,3-4-1-2,4-1-4-1,1.5,1.5,59,16,9,16.9,0,0,0,2,2,D
903,2024,Matchweek 33,Atalanta,Monza,Away,13983,3-4-3,4-2-3-1,1.5,1.1,42,12,6,12.9,0,0,0,2,1,W
904,2024,Matchweek 34,Atalanta,Empoli,Home,14614,3-4-3,3-4-3,1.9,0.4,59,16,4,17.9,0,1,1,2,0,W
905,2024,Matchweek 35,Atalanta,Salernitana,Away,12980,3-4-3,3-4-3,1.9,0.5,68,17,4,14.7,0,0,0,2,1,W
906,2024,Matchweek 36,Atalanta,Roma,Home,14895,3-4-3,4-2-3-1,2.7,1.2,58,24,7,18,1,0,0,2,1,W
907,2024,Matchweek 37,Atalanta,Lecce,Away,26354,3-4-1-2,4-4-2,1.6,1.3,56,19,9,16.3,0,0,0,2,0,W
908,2024,Matchweek 38,Atalanta,Torino,Home,14839,3-4-3,3-4-1-2,2.6,1.1,40,17,6,15.3,0,1,1,3,0,W
909,2024,Matchweek 29,Atalanta,Fiorentina,Home,14851,3-4-1-2,4-2-3-1,1.7,1.2,53,12,3,15.4,0,0,0,2,3,L
910,2024,Matchweek 1,Bologna,Milan,Home,30203,4-1-3-2,4-3-3,1,0.9,53,17,5,17.1,1,0,0,0,2,L
911,2024,Matchweek 2,Bologna,Juventus,Away,36107,4-2-3-1,3-1-4-2,0.5,0.8,42,10,4,21.7,1,0,0,1,1,D
912,2024,Matchweek 3,Bologna,Cagliari,Home,22818,4-2-3-1,4-1-3-2,2.3,0.5,71,15,7,17.3,0,0,1,2,1,W
913,2024,Matchweek 4,Bologna,Hellas Verona,Away,18863,4-2-3-1,3-4-3,0.6,0.4,60,11,4,20.9,0,0,0,0,0,D
914,2024,Matchweek 5,Bologna,Napoli,Home,26621,4-2-3-1,4-3-3,0.2,2.1,49,4,2,15.4,0,0,0,0,0,D
915,2024,Matchweek 6,Bologna,Monza,Away,8930,4-2-3-1,3-4-3,0.7,0.7,53,8,5,17.2,1,0,0,0,0,D
916,2024,Matchweek 7,Bologna,Empoli,Home,23689,4-2-3-1,4-3-1-2,2.4,0.9,58,21,9,17.3,1,0,0,3,0,W
917,2024,Matchweek 8,Bologna,Inter,Away,74072,4-2-3-1,3-5-2,1.3,0.7,37,7,2,19.9,0,1,1,2,2,D
918,2024,Matchweek 9,Bologna,Frosinone,Home,26729,4-2-3-1,4-2-3-1,1.5,1.5,55,12,6,15.7,1,0,0,2,1,W
919,2024,Matchweek 10,Bologna,Sassuolo,Away,16931,4-2-3-1,4-2-3-1,1,0.9,59,9,4,20.9,1,0,0,1,1,D
920,2024,Matchweek 11,Bologna,Lazio,Home,24178,4-2-3-1,4-3-3,0.6,0.5,50,6,2,16.7,1,0,0,1,0,W
921,2024,Matchweek 12,Bologna,Fiorentina,Away,29750,4-2-3-1,4-2-3-1,1.8,1.4,61,10,3,16.4,0,1,1,1,2,L
922,2024,Matchweek 13,Bologna,Torino,Home,20705,4-2-3-1,3-4-1-2,1.5,0.4,48,13,2,17.5,0,0,0,2,0,W
923,2024,Matchweek 14,Bologna,Lecce,Away,24326,4-3-3,4-2-3-1,1.2,1.5,57,11,4,16.5,1,0,0,1,1,D
924,2024,Matchweek 15,Bologna,Salernitana,Away,16700,4-2-3-1,3-5-2,2.1,0.5,65,10,5,18.2,0,0,0,2,1,W
925,2024,Matchweek 16,Bologna,Roma,Home,25579,4-2-3-1,3-5-2,0.5,0.6,55,8,2,20.1,1,0,0,2,0,W
926,2024,Matchweek 17,Bologna,Atalanta,Home,28082,4-2-3-1,3-4-1-2,0.7,1.2,60,9,1,28,0,0,0,1,0,W
927,2024,Matchweek 18,Bologna,Udinese,Away,24786,4-2-3-1,3-5-1-1,0.9,1.1,73,14,5,17,1,0,0,0,3,L
928,2024,Matchweek 19,Bologna,Genoa,Home,25095,4-2-3-1,3-5-2,1.3,0.1,71,21,8,17.5,0,0,0,1,1,D
929,2024,Matchweek 20,Bologna,Cagliari,Away,15980,4-2-3-1,4-3-2-1,0.6,0.7,64,11,4,16.4,0,0,0,1,2,L
930,2024,Matchweek 22,Bologna,Milan,Away,71334,4-2-3-1,4-2-3-1,1.8,3.3,50,14,3,18.1,0,1,1,2,2,D
931,2024,Matchweek 23,Bologna,Sassuolo,Home,20932,4-3-3,4-2-3-1,1.1,0.8,70,19,3,18.8,1,0,0,4,2,W
932,2024,Matchweek 24,Bologna,Lecce,Home,24658,4-1-4-1,4-3-3,1.5,1.2,64,16,6,17.1,0,0,0,4,0,W
933,2024,Matchweek 21,Bologna,Fiorentina,Home,25684,4-1-4-1,4-2-3-1,2.1,0.9,57,18,7,15,0,0,0,2,0,W
934,2024,Matchweek 25,Bologna,Lazio,Away,37000,4-1-4-1,4-3-3,1.4,1.1,56,11,3,16.9,1,0,0,2,1,W
935,2024,Matchweek 26,Bologna,Hellas Verona,Home,26033,4-2-3-1,4-2-3-1,1.6,0.6,58,12,3,13.2,0,0,0,2,0,W
936,2024,Matchweek 27,Bologna,Atalanta,Away,14931,4-1-4-1,3-4-1-2,1.3,1.4,45,10,5,22.5,0,1,1,2,1,W
937,2024,Matchweek 28,Bologna,Inter,Home,30204,4-1-4-1,3-5-2,0.6,0.9,60,18,3,22.4,1,0,0,0,1,L
938,2024,Matchweek 29,Bologna,Empoli,Away,16000,4-3-3,3-4-3,2.3,1,71,20,9,15.6,0,0,0,1,0,W
939,2024,Matchweek 30,Bologna,Salernitana,Home,27255,4-1-4-1,4-4-1-1,1.6,0.6,70,14,3,17.5,1,0,0,3,0,W
940,2024,Matchweek 31,Bologna,Frosinone,Away,14986,4-1-4-1,3-4-3,2,0.4,65,13,5,16.5,0,0,0,0,0,D
941,2024,Matchweek 32,Bologna,Monza,Home,26903,4-1-4-1,4-2-3-1,2.1,0.4,62,17,7,16.2,3,0,0,0,0,D
942,2024,Matchweek 33,Bologna,Roma,Away,63850,4-1-4-1,4-3-3,1.1,2,47,11,3,24.8,1,0,0,3,1,W
943,2024,Matchweek 34,Bologna,Udinese,Home,27396,4-1-4-1,3-4-3,0.7,0.7,65,15,4,20.6,1,0,0,1,1,D
944,2024,Matchweek 35,Bologna,Torino,Away,23895,4-1-4-1,3-4-1-2,0.2,0.7,53,5,1,22.7,0,0,0,0,0,D
945,2024,Matchweek 36,Bologna,Napoli,Away,43000,4-2-3-1,4-3-3,1.4,1.5,40,11,4,14.5,0,0,0,2,0,W
946,2024,Matchweek 37,Bologna,Juventus,Home,29603,4-1-4-1,3-5-2,1.4,0.7,62,10,5,15.9,0,0,0,3,3,D
947,2024,Matchweek 38,Bologna,Genoa,Away,32255,4-2-3-1,3-5-2,1,1.5,73,11,1,16.4,0,0,0,0,2,L
948,2024,Matchweek 1,Roma,Salernitana,Home,62050,3-1-4-2,3-4-3,1.9,0.1,60,13,3,15.3,1,0,0,2,2,D
949,2024,Matchweek 2,Roma,Hellas Verona,Away,23147,3-5-2,3-4-3,1.5,0.7,71,23,7,17.3,2,0,0,1,2,L
950,2024,Matchweek 3,Roma,Milan,Home,61690,3-5-2,4-2-3-1,0.7,1.5,44,13,2,21.6,1,0,0,1,2,L
951,2024,Matchweek 4,Roma,Empoli,Home,61443,3-5-2,4-3-3,2.4,0.2,53,13,8,18.9,1,1,1,7,0,W
952,2024,Matchweek 5,Roma,Torino,Away,23299,3-4-3,3-4-3,1.4,0.9,59,11,3,15.8,0,0,0,1,1,D
953,2024,Matchweek 6,Roma,Genoa,Away,32961,3-4-3,3-5-2,1.4,1.1,71,13,3,19.4,0,0,0,1,4,L
954,2024,Matchweek 7,Roma,Frosinone,Home,62638,3-4-3,5-4-1,0.6,0.9,50,11,5,16.1,0,0,0,2,0,W
955,2024,Matchweek 8,Roma,Cagliari,Away,16307,3-5-2,3-5-2,2.6,1.7,43,11,5,16.4,1,0,0,4,1,W
956,2024,Matchweek 9,Roma,Monza,Home,62022,3-5-2,3-4-3,1.7,0.4,52,21,4,16,1,0,0,1,0,W
957,2024,Matchweek 10,Roma,Inter,Away,75573,3-5-2,3-5-2,0.1,2.2,37,3,1,21.4,1,0,0,0,1,L
958,2024,Matchweek 11,Roma,Lecce,Home,64790,3-4-3,4-3-3,2,0.8,60,14,4,16.8,0,0,1,2,1,W
959,2024,Matchweek 12,Roma,Lazio,Away,63000,3-5-1-1,4-3-3,0.4,0.4,51,8,1,16.7,0,0,0,0,0,D
960,2024,Matchweek 13,Roma,Udinese,Home,61015,3-5-2,3-5-2,1.4,0.5,64,12,5,14.1,0,0,0,3,1,W
961,2024,Matchweek 14,Roma,Sassuolo,Away,19113,3-5-2,4-2-3-1,2.3,0.8,66,14,6,20.8,0,1,1,2,1,W
962,2024,Matchweek 15,Roma,Fiorentina,Home,60932,3-5-2,4-2-3-1,0.7,1.5,35,4,1,15.7,0,0,0,1,1,D
963,2024,Matchweek 16,Roma,Bologna,Away,25579,3-5-2,4-2-3-1,0.6,0.5,45,8,3,19.9,1,0,0,0,2,L
964,2024,Matchweek 17,Roma,Napoli,Home,62141,3-5-2,4-3-3,1.9,0.7,41,17,4,18,0,0,0,2,0,W
965,2024,Matchweek 18,Roma,Juventus,Away,41503,3-5-2,3-5-2,0.5,1.1,57,11,2,20.6,0,0,0,0,1,L
966,2024,Matchweek 19,Roma,Atalanta,Home,60022,3-5-2,3-4-3,2.1,0.7,56,15,5,17.4,0,1,1,1,1,D
967,2024,Matchweek 20,Roma,Milan,Away,74198,3-5-2,4-3-3,1.4,1.5,52,11,4,21.9,1,1,1,1,3,L
968,2024,Matchweek 21,Roma,Hellas Verona,Home,61857,4-3-2-1,4-2-3-1,0.9,1.1,62,9,2,16.8,0,0,0,2,1,W
969,2024,Matchweek 22,Roma,Salernitana,Away,18038,4-3-3,3-4-3,1.6,1.2,61,4,1,19.1,1,1,1,2,1,W
970,2024,Matchweek 23,Roma,Cagliari,Home,61755,4-3-3,3-5-2,2.5,0.6,53,19,5,12.4,0,1,1,4,0,W
971,2024,Matchweek 24,Roma,Inter,Home,65044,4-3-3,5-3-2,0.7,0.9,47,8,3,14.7,0,0,0,2,4,L
972,2024,Matchweek 25,Roma,Frosinone,Away,16056,4-2-3-1,4-2-3-1,1.8,1.4,57,12,4,21.3,0,1,1,3,0,W
973,2024,Matchweek 26,Roma,Torino,Home,61595,3-5-2,3-4-1-2,1.4,0.6,54,5,2,17.7,0,1,1,3,2,W
974,2024,Matchweek 27,Roma,Monza,Away,14188,4-3-3,4-2-3-1,1.8,0.9,51,11,5,20,2,1,1,4,1,W
975,2024,Matchweek 28,Roma,Fiorentina,Away,30438,3-4-3,4-2-3-1,0.6,2.1,67,10,5,17.2,0,0,0,2,2,D
976,2024,Matchweek 29,Roma,Sassuolo,Home,66871,4-3-3,4-3-3,0.7,0.5,63,10,4,16,0,0,0,1,0,W
977,2024,Matchweek 30,Roma,Lecce,Away,29031,4-3-3,4-4-2,1.3,1.8,60,10,3,18.5,0,0,0,0,0,D
978,2024,Matchweek 31,Roma,Lazio,Home,64513,4-3-2-1,3-4-3,0.7,0.4,46,15,3,20.1,1,0,0,1,0,W
979,2024,Matchweek 33,Roma,Bologna,Home,63850,4-3-3,4-1-4-1,2,1.1,53,14,4,14.1,0,0,0,1,3,L
980,2024,Matchweek 32,Roma,Udinese,Away,24947,3-5-1-1,3-4-3,1.4,0.6,72,19,5,17.4,0,0,0,2,1,W
981,2024,Matchweek 34,Roma,Napoli,Away,45000,4-3-3,4-3-3,1.6,3,51,9,3,18.2,0,1,1,2,2,D
982,2024,Matchweek 35,Roma,Juventus,Home,63996,4-3-2-1,3-5-2,1.7,1.2,60,19,3,16,2,0,0,1,1,D
983,2024,Matchweek 36,Roma,Atalanta,Away,14895,4-2-3-1,3-4-3,1.2,2.7,42,8,5,20.5,0,1,1,1,2,L
984,2024,Matchweek 37,Roma,Genoa,Home,67334,4-3-2-1,3-5-2,0.8,0.5,54,21,6,23.2,0,0,0,1,0,W
985,2024,Matchweek 38,Roma,Empoli,Away,15896,4-3-3,3-5-2,1.3,2.6,67,15,3,19.4,0,0,0,1,2,L
986,2024,Matchweek 1,Lazio,Lecce,Away,29081,4-3-3,4-3-3,1.6,1.4,52,10,4,18.1,1,0,0,1,2,L
987,2024,Matchweek 2,Lazio,Genoa,Home,40000,4-3-3,4-3-2-1,1.4,0.6,70,16,2,19.6,0,0,0,0,1,L
988,2024,Matchweek 3,Lazio,Napoli,Away,42000,4-3-3,4-3-3,0.6,1.3,38,6,2,13.9,0,0,0,2,1,W
989,2024,Matchweek 4,Lazio,Juventus,Away,40652,4-3-3,3-1-4-2,0.6,2.2,64,16,5,19.8,1,0,0,1,3,L
990,2024,Matchweek 5,Lazio,Monza,Home,36000,4-3-3,3-4-3,1,1.2,49,7,0,23.7,0,1,1,1,1,D
991,2024,Matchweek 6,Lazio,Torino,Home,35100,4-3-3,3-4-3,0.9,0.3,51,6,3,14.5,0,0,0,2,0,W
992,2024,Matchweek 7,Lazio,Milan,Away,72035,4-3-3,4-3-3,0.5,2.2,49,13,4,22.7,0,0,0,0,2,L
993,2024,Matchweek 8,Lazio,Atalanta,Home,41000,4-3-3,3-4-1-2,1.6,1,46,12,4,21.8,1,0,0,3,2,W
994,2024,Matchweek 9,Lazio,Sassuolo,Away,15597,4-3-3,4-2-3-1,2.3,0.5,49,18,6,15.2,0,0,0,2,0,W
995,2024,Matchweek 10,Lazio,Fiorentina,Home,35000,4-3-3,4-2-3-1,1.9,0.4,48,10,3,16.4,0,1,1,1,0,W
